PSI;Res2.C11.SF1;Relier la précision aux caractéristiques fréquentielles;Relier la précision aux caractéristiques fréquentielles;3
PCSI;Res2.C12;Loi entrée – sortie géométrique;Loi entrée – sortie géométrique;2
PCSI;Res2.C12.SF1;Déterminer la loi entrée - sortie géométrique d’une chaîne cinématique;Déterminer la loi entrée - sortie géométrique d’une chaîne cinématique;2
PCSI;Res2.C13;Dérivée temporelle d’un vecteur par rapport à un référentiel;Dérivée temporelle d’un vecteur par rapport à un référentiel;2
PCSI;Res2.C14;Relation entre les dérivées temporelles d’un vecteur par rapport à deux référentiels distincts;Relation entre les dérivées temporelles d’un vecteur par rapport à deux référentiels distincts;2
PCSI;Res2.C15;Loi entrée – sortie cinématique;Loi entrée – sortie cinématique;2
PCSI;Res2.C15.SF1;Déterminer les relations de fermeture de la chaîne cinématique;Déterminer les relations de fermeture de la chaîne cinématique;2
PCSI;Res2.C15.SF2;Déterminer la loi entrée - sortie cinématique d’une chaîne cinématique;Déterminer la loi entrée - sortie cinématique d’une chaîne cinématique;2
PSI;Res2.C15.SF3;Résoudre le système associé à la fermeture cinématique et en déduire le degré de mobilité et d’hyperstatisme;Résoudre le système associé à la fermeture cinématique et en déduire le degré de mobilité et d’hyperstatisme;4
PCSI;Res2.C16;Composition des vitesses angulaires;Composition des vitesses angulaires;2
PCSI;Res2.C17;Composition des vitesses;Composition des vitesses;2
PCSI;Res2.C18;Principe fondamental de la statique;Principe fondamental de la statique;2
PCSI;Res2.C18.SF1;Déterminer le calcul complet des inconnues de liaison;Déterminer le calcul complet des inconnues de liaison;2
PCSI;Res2.C19;Équilibre d’un solide, d’un ensemble de solides;Équilibre d’un solide, d’un ensemble de solides;2
PCSI;Res2.C2;Systèmes du 1er et du 2e ordre;Systèmes du 1er et du 2e ordre;1
PCSI;Res2.C20;Théorème des actions réciproques;Théorème des actions réciproques;2
PCSI;Res2.C21;Modèles avec frottement : arcboutement;Modèles avec frottement : arcboutement;2
PCSI;Res2.C21.SF1;Déterminer la valeur des paramètres conduisant à des positions d'équilibre (par exemple l'arc-boutement);Déterminer la valeur des paramètres conduisant à des positions d'équilibre;2
PSI;Res2.C22;Principe fondamental de la dynamique;Principe fondamental de la dynamique;3
PSI;Res2.C22.SF1;Déterminer les inconnues de liaison ou les efforts extérieurs spécifiés dans le cas où le mouvement est imposé;Déterminer les inconnues de liaison ou les efforts extérieurs spécifiés dans le cas où le mouvement est imposé;3
PSI;Res2.C22.SF2;Déterminer la loi du mouvement sous forme d'équations différentielles dans le cas où les efforts extérieurs sont connus;Déterminer la loi du mouvement sous forme d'équations différentielles dans le cas où les efforts extérieurs sont connus;3
PSI;Res2.C23;Conditions d’équilibrage statique et dynamique;Conditions d’équilibrage statique et dynamique;3
PSI;Res2.C24;Inertie équivalente;Inertie équivalente;4
PSI;Res2.C25;Théorème de l’énergie cinétique ou théorème de l’énergie/puissance;Théorème de l’énergie cinétique ou théorème de l’énergie/puissance;4
PSI;Res2.C25.SF1;Déterminer la loi du mouvement sous forme d'équations différentielles dans le cas où les efforts extérieurs sont connus;Déterminer la loi du mouvement sous forme d'équations différentielles dans le cas où les efforts extérieurs sont connus;4
PCSI;Res2.C3;Intégrateur;Intégrateur;1
PSI;Res2.C4;Stabilité des SLCI : définition entrée bornée - sortie bornée (EB-SB);Stabilité des SLCI : définition entrée bornée - sortie bornée (EB-SB);3
PSI;Res2.C5;Stabilité des SLCI :équation caractéristique;Stabilité des SLCI :équation caractéristique;3
PSI;Res2.C5.SF1;Analyser la stabilité d’un système à partir de l’équation caractéristique;Analyser la stabilité d’un système à partir de l’équation caractéristique;3
PSI;Res2.C6;Stabilité des SLCI : position des pôles dans le plan complexe;Stabilité des SLCI : position des pôles dans le plan complexe;3
PSI;Res2.C6.SF1;Déterminer les paramètres permettant d’assurer la stabilité du système;Déterminer les paramètres permettant d’assurer la stabilité du système;3
PSI;Res2.C7;Stabilité des SLCI : marges de stabilité (de gain et de phase);Stabilité des SLCI : marges de stabilité (de gain et de phase);3
PSI;Res2.C7.SF1;Relier la stabilité aux caractéristiques fréquentielles;Relier la stabilité aux caractéristiques fréquentielles;3
PCSI;Res2.C8;Rapidité des SLCI : Temps de réponse à 5 %;Rapidité des SLCI : Temps de réponse à 5 %;1
PCSI;Res2.C8.SF1;Prévoir les performances en termes de rapidité;Prévoir les performances en termes de rapidité;1
PCSI;Res2.C9;Rapidité des SLCI : Bande passante;Rapidité des SLCI : Bande passante;1
PCSI;Res2.C9.SF1;Relier la rapidité aux caractéristiques fréquentielles;Relier la rapidité aux caractéristiques fréquentielles;1
PCSI;Res3.C1;Paramètres de résolution numérique : durée de calcul, pas de calcul;Paramètres de résolution numérique;2
PCSI;Res3.C1.SF1;Choisir les valeurs des paramètres de la résolution numérique;Choisir les valeurs des paramètres de la résolution numérique;2
PCSI;Res3.C2;Grandeurs simulées;Grandeurs simulées;2
PCSI;Res3.C2.SF1;Choisir les grandeurs physiques tracées;Choisir les grandeurs physiques tracées;2
PSI;Res3.C3;Variabilité des paramètres du modèle de simulation;Variabilité des paramètres du modèle de simulation;4
PSI;Res3.C3.SF1;Choisir les paramètres de simulation;Choisir les paramètres de simulation;4
PSI;Res3.C3.SF2;Faire varier un paramètre et comparer les courbes obtenues;Faire varier un paramètre et comparer les courbes obtenues;4
